time,force_input_raw_y,force_input_raw_x,ppi,robot_pose_z,robotrainer_deviation_left,robot_pose_y,output_data_linear_z,velocity_output_angular_z,output_data_linear_x,virtual_force_resulting_force_y,virtual_force_resulting_force_x,output_data_angular_y,output_data_angular_z,hrv,heart_rate,virtual_force_position_x,virtual_force_position_y,virtual_force_velocity_out_y,virtual_force_velocity_out_x,force_input_scaled_limited_y,force_input_scaled_limited_x,torque_input_scaled_limited_z,path_index_left,path_index_front,virtual_force_resulting_velocity_x,virtual_force_resulting_velocity_y,virtual_force_velocity_in_y,virtual_force_velocity_in_x,ppg_ch1,velocity_output_linear_x,velocity_output_linear_y,ppg_ch2,torque_input_raw_z,ppg_ch0,robotrainer_deviation_right,path_index_right,ppg_ch3,robotrainer_deviation_front,robot_pose_x,user,path,total_duration
0.0,-2.9382509857,34.0132509751,,2.67388330122,0.0731122346946,9.09742380089,36.7388203565,-0.171429231914,34.1425866018,,,-1.06912124399,4.06435954754,,95.0,,,,,-0.0290547497418,0.340003007443,0.0831258199019,,,,,,,,0.304945837685,0.0511109359152,,3.66038510829,,0.944868904378,,,0.0520196295207,2.31412657918,015,13,32.8437123299
1.0,4.60184624519,27.9982350152,,2.525529766,0.114537968874,9.24534474793,27.6720504701,-0.16046043497,28.0936885182,,,-0.428711906194,-1.76891164121,,95.0,,,,,0.0458297580465,0.279982350152,-0.118268325754,,,,,,,,0.413404494061,0.0740303966987,,-2.11637488751,,0.820495755925,,,0.0437589900746,1.97487922024,015,13,32.8437123299
2.0,15.543090153,28.628702199,,2.414330373,0.268897527637,9.47867484957,199.704115358,-0.137773131389,28.8052010186,,,-3.95061386581,-14.2521811067,,95.0,,,,,0.15505722656,0.285134105908,-0.293819974655,,,,,,,,0.473075641349,0.10048282684,,-14.3243359401,,0.693278065036,,,0.0268878830754,1.5912998589,015,13,32.8437123299
3.0,-6.38769029889,33.5295385969,,2.30321380406,0.395302445823,9.7790325941,24.6107328185,0.0276003803015,33.1534488661,,,-0.908180526764,5.33050155357,,95.0,,,,,-0.0633367074564,0.335295385969,0.0851353864618,,,,,,,,0.565884937148,0.0137268909115,,5.97062992698,,0.581463430661,,,0.0347675227949,1.18237579306,015,13,32.8437123299
4.0,-13.4749689387,22.2997249405,851.2,2.37346170012,0.458846140961,10.178775933,-7.55498313972,0.273416028916,22.5758632881,,,-0.326434110249,12.53946289,,95.0,,,,,-0.13516426558,0.221914724245,0.426283684991,,,,,,,,0.513466796096,-0.0773538036657,,12.8072696236,,0.507934863746,,,0.03659407707,0.806635125816,015,13,32.8437123299
5.0,-11.839379584,-8.27496517971,,2.55486806903,0.526109818138,10.5572560939,100.858125781,-0.218775322139,-9.07081565649,,,-2.55141996074,12.4870617416,,95.0,,,,,-0.118056171246,-0.0809190715919,0.317921139636,,,,,,,,0.4797693644,-0.123531099066,,12.5921620983,,0.406264842857,,,0.174015420972,0.449850496769,015,13,32.8437123299
6.0,57.7463148602,-12.6177047359,,2.39746846792,0.478489396546,10.7690229054,132.604435364,0.213730177502,-11.5343005538,,,-1.10547656329,-21.7535273649,,95.0,,,,,0.576479799439,-0.126177047359,-0.650576745429,,,,,,,,0.00831484400852,0.221028370066,,-22.0081881947,,0.480393933475,,,0.540472220417,0.272716448955,015,13,32.8437123299
7.0,-36.7901332885,-0.811282061712,,2.76267328001,0.728785039931,10.5766452421,156.703613872,0.314141230045,-1.05464273339,,,-2.21339207344,-11.852290665,,95.0,,,,,-0.367901332885,-0.00854614234283,-0.393486744863,,,,,,,,0.104822792036,0.125206108815,,-11.7987024019,,0.18917089179,,,0.101612073255,0.175770292273,015,13,32.8437123299
8.0,6.38812813764,-5.84199200745,,0.305468855727,0.710402156628,10.5775540032,179.34196503,0.528203239878,-5.64203558734,,,-2.71634930524,-17.6306955836,,95.0,,,,,0.0622004801448,-0.0583527726311,-0.593479503843,,,,,,,,-0.00619633851334,-0.0334515696293,,-17.8043851153,,0.0553641507614,,,0.166684569258,0.108724920095,015,13,32.8437123299
9.0,-21.7804469273,-9.19200763177,568.6,-2.67902030138,0.515919898877,10.6288692124,119.157571534,0.263971261492,-9.3683678255,,,-1.99967503159,-0.16032917777,,95.0,,,,,-0.218356487424,-0.0924550992015,0.00535793931039,,,,,,,,-0.0496938236308,-0.129897754591,,0.156308216575,,0.0921858366813,,,0.517561458564,0.107299814035,015,13,32.8437123299
